image_name,pixel_x,pixel_y,world_x,world_y,offset_x_mm
frame_0012.jpg,3150.201171875,1566.830078125,120.0,30.0,0
frame_0012.jpg,3100.87841796875,1597.0806884765625,150.0,30.0,0
frame_0012.jpg,3042.66748046875,1630.47705078125,180.0,30.0,0
frame_0012.jpg,2967.365966796875,1670.9171142578125,210.0,30.0,0
frame_0012.jpg,2872.00244140625,1718.4935302734375,240.0,30.0,0
frame_0012.jpg,2746.341064453125,1772.8118896484375,270.0,30.0,0
frame_0012.jpg,2582.076904296875,1833.9442138671875,300.0,30.0,0
frame_0012.jpg,2361.960693359375,1896.1123046875,330.0,30.0,0
frame_0012.jpg,2080.73291015625,1953.8182373046875,360.0,30.0,0
frame_0012.jpg,1744.3472900390625,1989.1112060546875,390.0,30.0,0
frame_0012.jpg,1388.6978759765625,1990.1611328125,420.0,30.0,0
frame_0012.jpg,1063.821533203125,1959.3912353515625,450.0,30.0,0
frame_0012.jpg,799.31298828125,1910.3466796875,480.0,30.0,0
frame_0012.jpg,594.6472778320312,1856.2657470703125,510.0,30.0,0
frame_0012.jpg,440.6651916503906,1804.7982177734375,540.0,30.0,0
frame_0012.jpg,323.8074951171875,1759.77978515625,570.0,30.0,0
frame_0012.jpg,233.1953582763672,1719.9744873046875,600.0,30.0,0
frame_0012.jpg,162.78292846679688,1685.669921875,630.0,30.0,0
frame_0012.jpg,105.4017562866211,1654.841552734375,660.0,30.0,0
frame_0012.jpg,3017.70458984375,1461.056396484375,150.0,60.0,0
frame_0012.jpg,2954.277587890625,1479.16650390625,180.0,60.0,0
frame_0012.jpg,2873.076416015625,1504.9254150390625,210.0,60.0,0
frame_0012.jpg,2772.94677734375,1530.1861572265625,240.0,60.0,0
frame_0012.jpg,2645.05908203125,1562.3856201171875,270.0,60.0,0
frame_0012.jpg,2482.72021484375,1594.977294921875,300.0,60.0,0
frame_0012.jpg,2275.357666015625,1629.114990234375,330.0,60.0,0
frame_0012.jpg,2018.8778076171875,1659.0653076171875,360.0,60.0,0
frame_0012.jpg,1721.9742431640625,1678.495849609375,390.0,60.0,0
frame_0012.jpg,1412.58349609375,1683.7171630859375,420.0,60.0,0
frame_0012.jpg,1125.72021484375,1671.4073486328125,450.0,60.0,0
frame_0012.jpg,882.1405639648438,1651.94482421875,480.0,60.0,0
frame_0012.jpg,686.707763671875,1626.252197265625,510.0,60.0,0
frame_0012.jpg,534.9324340820312,1602.8214111328125,540.0,60.0,0
frame_0012.jpg,413.8322448730469,1578.1805419921875,570.0,60.0,0
frame_0012.jpg,318.208251953125,1556.365478515625,600.0,60.0,0
frame_0012.jpg,242.8931884765625,1538.1981201171875,630.0,60.0,0
frame_0012.jpg,180.8190155029297,1521.45703125,660.0,60.0,0
frame_0012.jpg,129.76536560058594,1506.3419189453125,690.0,60.0,0
frame_0012.jpg,2931.22265625,1335.76513671875,150.0,90.0,0
frame_0012.jpg,2859.726806640625,1347.9710693359375,180.0,90.0,0
frame_0012.jpg,2775.886474609375,1356.177978515625,210.0,90.0,0
frame_0012.jpg,2670.20654296875,1370.686767578125,240.0,90.0,0
frame_0012.jpg,2542.72802734375,1382.1644287109375,270.0,90.0,0
frame_0012.jpg,2383.2109375,1398.38671875,300.0,90.0,0
frame_0012.jpg,2189.19287109375,1410.834228515625,330.0,90.0,0
frame_0012.jpg,1958.660888671875,1424.7611083984375,360.0,90.0,0
frame_0012.jpg,1700.6766357421875,1436.7962646484375,390.0,90.0,0
frame_0012.jpg,1434.6441650390625,1440.986572265625,420.0,90.0,0
frame_0012.jpg,1184.2938232421875,1442.4359130859375,450.0,90.0,0
frame_0012.jpg,963.1892700195312,1438.4461669921875,480.0,90.0,0
frame_0012.jpg,778.6640625,1432.74560546875,510.0,90.0,0
frame_0012.jpg,630.0010375976562,1427.108154296875,540.0,90.0,0
frame_0012.jpg,506.8240966796875,1419.18798828125,570.0,90.0,0
frame_0012.jpg,408.06842041015625,1412.7816162109375,600.0,90.0,0
frame_0012.jpg,327.5858154296875,1407.4068603515625,630.0,90.0,0
frame_0012.jpg,158.1292724609375,1390.259033203125,720.0,90.0,0
frame_0012.jpg,2906.897216796875,1227.710205078125,120.0,120.0,0
frame_0012.jpg,2843.953125,1229.132568359375,150.0,120.0,0
frame_0012.jpg,2767.880615234375,1231.8956298828125,180.0,120.0,0
frame_0012.jpg,2678.71728515625,1232.6297607421875,210.0,120.0,0
frame_0012.jpg,2573.735107421875,1233.904052734375,240.0,120.0,0
frame_0012.jpg,2445.8369140625,1237.783447265625,270.0,120.0,0
frame_0012.jpg,2292.831787109375,1240.1807861328125,300.0,120.0,0
frame_0012.jpg,2112.283203125,1244.408935546875,330.0,120.0,0
frame_0012.jpg,1906.60400390625,1249.674560546875,360.0,120.0,0
frame_0012.jpg,1682.7171630859375,1254.1669921875,390.0,120.0,0
frame_0012.jpg,1453.3780517578125,1258.7325439453125,420.0,120.0,0
frame_0012.jpg,1234.2403564453125,1265.0845947265625,450.0,120.0,0
frame_0012.jpg,1036.5706787109375,1272.1614990234375,480.0,120.0,0
frame_0012.jpg,864.2173461914062,1276.1868896484375,510.0,120.0,0
frame_0012.jpg,718.874267578125,1281.1136474609375,540.0,120.0,0
frame_0012.jpg,597.9063110351562,1285.4951171875,570.0,120.0,0
frame_0012.jpg,495.3121337890625,1287.7672119140625,600.0,120.0,0
frame_0012.jpg,411.7687683105469,1290.09716796875,630.0,120.0,0
frame_0012.jpg,228.61842346191406,1296.0865478515625,720.0,120.0,0
frame_0012.jpg,2681.635009765625,1130.614990234375,180.0,150.0,0
frame_0012.jpg,2591.2275390625,1125.1251220703125,210.0,150.0,0
frame_0012.jpg,2483.8603515625,1120.5751953125,240.0,150.0,0
frame_0012.jpg,2359.81103515625,1116.3970947265625,270.0,150.0,0
frame_0012.jpg,2214.279541015625,1113.234375,300.0,150.0,0
frame_0012.jpg,2049.0859375,1110.30859375,330.0,150.0,0
frame_0012.jpg,1864.630126953125,1111.3841552734375,360.0,150.0,0
frame_0012.jpg,1668.169677734375,1114.42138671875,390.0,150.0,0
frame_0012.jpg,1468.0743408203125,1120.5408935546875,420.0,150.0,0
frame_0012.jpg,1275.0347900390625,1128.636962890625,450.0,150.0,0
frame_0012.jpg,1096.26416015625,1138.3662109375,480.0,150.0,0
frame_0012.jpg,937.223876953125,1150.016357421875,510.0,150.0,0
frame_0012.jpg,799.71630859375,1160.397216796875,540.0,150.0,0
frame_0012.jpg,680.8598022460938,1171.4503173828125,570.0,150.0,0
frame_0012.jpg,578.738525390625,1180.48046875,600.0,150.0,0
frame_0012.jpg,492.6920166015625,1190.1837158203125,630.0,150.0,0
frame_0012.jpg,417.8097839355469,1197.2154541015625,660.0,150.0,0
frame_0012.jpg,354.9090270996094,1205.0382080078125,690.0,150.0,0
frame_0012.jpg,301.47186279296875,1208.087158203125,720.0,150.0,0
frame_0012.jpg,2602.14404296875,1041.9132080078125,180.0,180.0,0
frame_0012.jpg,2510.3955078125,1033.0982666015625,210.0,180.0,0
frame_0012.jpg,2405.075439453125,1024.173828125,240.0,180.0,0
frame_0012.jpg,2285.260986328125,1016.722900390625,270.0,180.0,0
frame_0012.jpg,2148.56103515625,1009.910888671875,300.0,180.0,0
frame_0012.jpg,1996.0634765625,1006.4533081054688,330.0,180.0,0
frame_0012.jpg,1830.592529296875,1004.5099487304688,360.0,180.0,0
frame_0012.jpg,1656.0704345703125,1006.7654418945312,390.0,180.0,0
frame_0012.jpg,1479.71728515625,1011.0198364257812,420.0,180.0,0
frame_0012.jpg,1308.174072265625,1020.5136108398438,450.0,180.0,0
frame_0012.jpg,1146.76904296875,1032.185791015625,480.0,180.0,0
frame_0012.jpg,999.8212280273438,1044.713134765625,510.0,180.0,0
frame_0012.jpg,868.8513793945312,1058.9688720703125,540.0,180.0,0
frame_0012.jpg,753.2837524414062,1072.913330078125,570.0,180.0,0
frame_0012.jpg,653.1203002929688,1087.33447265625,600.0,180.0,0
frame_0012.jpg,566.643310546875,1100.1771240234375,630.0,180.0,0
frame_0012.jpg,491.3916931152344,1112.6405029296875,660.0,180.0,0
frame_0012.jpg,2607.892333984375,981.8135986328125,150.0,210.0,0
frame_0012.jpg,2526.718505859375,971.1895141601562,180.0,210.0,0
frame_0012.jpg,2435.699951171875,960.1983642578125,210.0,210.0,0
frame_0012.jpg,2332.840576171875,952.3860473632812,240.0,210.0,0
frame_0012.jpg,2216.62158203125,944.8073120117188,270.0,210.0,0
frame_0012.jpg,2090.42626953125,934.1389770507812,300.0,210.0,0
frame_0012.jpg,1951.611572265625,927.4652099609375,330.0,210.0,0
frame_0012.jpg,1801.8642578125,927.9415893554688,360.0,210.0,0
frame_0012.jpg,1646.67041015625,928.9157104492188,390.0,210.0,0
frame_0012.jpg,1489.900634765625,935.988525390625,420.0,210.0,0
frame_0012.jpg,1337.11083984375,945.730712890625,450.0,210.0,0
frame_0012.jpg,1191.2342529296875,956.2887573242188,480.0,210.0,0
frame_0012.jpg,1055.5272216796875,968.371826171875,510.0,210.0,0
frame_0012.jpg,932.317626953125,982.1414794921875,540.0,210.0,0
frame_0012.jpg,821.1742553710938,996.1954956054688,570.0,210.0,0
frame_0012.jpg,723.3331298828125,1011.8698120117188,600.0,210.0,0
frame_0012.jpg,637.2791137695312,1026.6160888671875,630.0,210.0,0
frame_0012.jpg,559.5530395507812,1039.9595947265625,660.0,210.0,0
frame_0012.jpg,2605.3212890625,934.2100830078125,120.0,240.0,0
frame_0012.jpg,2536.94287109375,923.72607421875,150.0,240.0,0
frame_0012.jpg,2457.571044921875,912.3771362304688,180.0,240.0,0
frame_0012.jpg,2368.71923828125,902.13623046875,210.0,240.0,0
frame_0012.jpg,2268.396484375,892.4091186523438,240.0,240.0,0
frame_0012.jpg,2161.295654296875,882.1787719726562,270.0,240.0,0
frame_0012.jpg,2041.5460205078125,873.1013793945312,300.0,240.0,0
frame_0012.jpg,1913.5244140625,868.7264404296875,330.0,240.0,0
frame_0012.jpg,1778.4075927734375,866.3509521484375,360.0,240.0,0
frame_0012.jpg,1638.573486328125,868.6360473632812,390.0,240.0,0
frame_0012.jpg,1497.9093017578125,873.6463012695312,420.0,240.0,0
frame_0012.jpg,1359.8343505859375,881.5972900390625,450.0,240.0,0
frame_0012.jpg,1227.5145263671875,894.0182495117188,480.0,240.0,0
frame_0012.jpg,1102.017578125,905.7821655273438,510.0,240.0,0
frame_0012.jpg,987.9552612304688,921.7997436523438,540.0,240.0,0
frame_0012.jpg,882.7809448242188,936.1898803710938,570.0,240.0,0
frame_0012.jpg,787.6661376953125,951.2182006835938,600.0,240.0,0
frame_0012.jpg,702.3802490234375,964.6484985351562,630.0,240.0,0
frame_0012.jpg,625.4006958007812,981.273193359375,660.0,240.0,0
frame_0012.jpg,558.2758178710938,993.662353515625,690.0,240.0,0
frame_0012.jpg,2545.884765625,883.9635009765625,120.0,270.0,0
frame_0012.jpg,2475.065185546875,872.393310546875,150.0,270.0,0
frame_0012.jpg,2396.291748046875,860.9061889648438,180.0,270.0,0
frame_0012.jpg,2309.912841796875,848.9382934570312,210.0,270.0,0
frame_0012.jpg,2215.453369140625,840.2364501953125,240.0,270.0,0
frame_0012.jpg,2112.408447265625,829.8578491210938,270.0,270.0,0
frame_0012.jpg,2000.5634765625,824.81640625,300.0,270.0,0
frame_0012.jpg,1882.5555419921875,819.7129516601562,330.0,270.0,0
frame_0012.jpg,1759.088134765625,817.6615600585938,360.0,270.0,0
frame_0012.jpg,1632.1678466796875,818.4662475585938,390.0,270.0,0
frame_0012.jpg,1504.4793701171875,823.2213134765625,420.0,270.0,0
frame_0012.jpg,1378.8912353515625,829.9835205078125,450.0,270.0,0
frame_0012.jpg,1257.6177978515625,840.2542114257812,480.0,270.0,0
frame_0012.jpg,1141.6820068359375,851.9879760742188,510.0,270.0,0
frame_0012.jpg,1034.787109375,865.6536865234375,540.0,270.0,0
frame_0012.jpg,933.5164184570312,881.1074829101562,570.0,270.0,0
frame_0012.jpg,842.932373046875,896.032470703125,600.0,270.0,0
frame_0012.jpg,759.8585205078125,912.1195068359375,630.0,270.0,0
frame_0012.jpg,685.603759765625,926.0156860351562,660.0,270.0,0
frame_0012.jpg,615.2946166992188,942.017578125,690.0,270.0,0
frame_0012.jpg,553.3739013671875,953.5004272460938,720.0,270.0,0
frame_0012.jpg,2419.002685546875,826.3807983398438,150.0,300.0,0
frame_0012.jpg,2342.484375,815.76416015625,180.0,300.0,0
frame_0012.jpg,2258.632080078125,804.6725463867188,210.0,300.0,0
frame_0012.jpg,2166.3095703125,794.5654296875,240.0,300.0,0
frame_0012.jpg,2069.921875,786.5120849609375,270.0,300.0,0
frame_0012.jpg,1962.7828369140625,781.1317749023438,300.0,300.0,0
frame_0012.jpg,1856.2218017578125,776.6838989257812,330.0,300.0,0
frame_0012.jpg,1743.12548828125,773.683837890625,360.0,300.0,0
frame_0012.jpg,1626.6273193359375,774.8936157226562,390.0,300.0,0
frame_0012.jpg,1509.9530029296875,780.4590454101562,420.0,300.0,0
frame_0012.jpg,1394.9566650390625,786.4691162109375,450.0,300.0,0
frame_0012.jpg,1283.1461181640625,796.7189331054688,480.0,300.0,0
frame_0012.jpg,1175.1917724609375,806.5855102539062,510.0,300.0,0
frame_0012.jpg,1074.6473388671875,821.5314331054688,540.0,300.0,0
frame_0012.jpg,979.6858520507812,834.6217041015625,570.0,300.0,0
frame_0012.jpg,891.6648559570312,849.6801147460938,600.0,300.0,0
frame_0012.jpg,810.215087890625,863.9976806640625,630.0,300.0,0
frame_0012.jpg,737.3741455078125,879.9349975585938,660.0,300.0,0
frame_0012.jpg,2369.161376953125,785.92919921875,150.0,330.0,0
frame_0012.jpg,2293.108154296875,774.6451416015625,180.0,330.0,0
frame_0012.jpg,2213.4541015625,764.3667602539062,210.0,330.0,0
frame_0012.jpg,2125.941162109375,755.97216796875,240.0,330.0,0
frame_0012.jpg,2032.6546630859375,750.130126953125,270.0,330.0,0
frame_0012.jpg,1935.779052734375,742.7503662109375,300.0,330.0,0
frame_0012.jpg,1834.277099609375,737.8928833007812,330.0,330.0,0
frame_0012.jpg,1728.9947509765625,736.4531860351562,360.0,330.0,0
frame_0012.jpg,1621.907958984375,737.9866333007812,390.0,330.0,0
frame_0012.jpg,1514.320068359375,743.3544921875,420.0,330.0,0
frame_0012.jpg,1408.54638671875,750.3429565429688,450.0,330.0,0
frame_0012.jpg,1302.7991943359375,758.0978393554688,480.0,330.0,0
frame_0012.jpg,1204.398681640625,768.177490234375,510.0,330.0,0
frame_0012.jpg,1108.955078125,780.0307006835938,540.0,330.0,0
frame_0012.jpg,1019.8043212890625,795.4619750976562,570.0,330.0,0
frame_0012.jpg,935.252197265625,808.0645141601562,600.0,330.0,0
frame_0012.jpg,857.4197387695312,823.9489135742188,630.0,330.0,0
frame_0012.jpg,783.9110107421875,838.1005859375,660.0,330.0,0
frame_0012.jpg,2322.032958984375,752.1062622070312,150.0,360.0,0
frame_0012.jpg,2251.11669921875,741.9092407226562,180.0,360.0,0
frame_0012.jpg,1814.7564697265625,706.72705078125,330.0,360.0,0
frame_0012.jpg,1717.1563720703125,706.4501953125,360.0,360.0,0
frame_0012.jpg,1617.871337890625,707.9755859375,390.0,360.0,0
frame_0012.jpg,1518.2459716796875,712.1813354492188,420.0,360.0,0
frame_0012.jpg,1419.332275390625,718.3748779296875,450.0,360.0,0
frame_0012.jpg,1323.781005859375,727.613525390625,480.0,360.0,0
frame_0012.jpg,1229.279296875,736.3775634765625,510.0,360.0,0
frame_0012.jpg,1140.0816650390625,746.1090087890625,540.0,360.0,0
frame_0012.jpg,1053.56103515625,760.4619140625,570.0,360.0,0
frame_0012.jpg,975.1004028320312,775.5029296875,600.0,360.0,0
frame_0013.jpg,3133.526123046875,1596.2308349609375,600.0,30.0,240
frame_0013.jpg,3083.0302734375,1624.1927490234375,630.0,30.0,240
frame_0013.jpg,3021.05126953125,1656.69775390625,660.0,30.0,240
frame_0013.jpg,2945.142578125,1694.8814697265625,690.0,30.0,240
frame_0013.jpg,2846.328857421875,1740.03515625,720.0,30.0,240
frame_0013.jpg,2718.22314453125,1791.00048828125,750.0,30.0,240
frame_0013.jpg,2548.498046875,1846.35693359375,780.0,30.0,240
frame_0013.jpg,2320.946533203125,1905.9296875,810.0,30.0,240
frame_0013.jpg,2029.2459716796875,1956.279541015625,840.0,30.0,240
frame_0013.jpg,1682.9794921875,1982.78271484375,870.0,30.0,240
frame_0013.jpg,1324.42138671875,1973.87451171875,900.0,30.0,240
frame_0013.jpg,1001.60791015625,1932.4398193359375,930.0,30.0,240
frame_0013.jpg,743.925048828125,1877.711669921875,960.0,30.0,240
frame_0013.jpg,552.8720092773438,1823.84033203125,990.0,30.0,240
frame_0013.jpg,407.29266357421875,1771.9105224609375,1020.0,30.0,240
frame_0013.jpg,3057.441162109375,1467.0439453125,600.0,60.0,240
frame_0013.jpg,3001.706787109375,1483.44189453125,630.0,60.0,240
frame_0013.jpg,2934.381591796875,1503.1033935546875,660.0,60.0,240
frame_0013.jpg,2854.06298828125,1524.367919921875,690.0,60.0,240
frame_0013.jpg,2749.125244140625,1548.6455078125,720.0,60.0,240
frame_0013.jpg,2619.59033203125,1575.4820556640625,750.0,60.0,240
frame_0013.jpg,2450.463623046875,1604.859130859375,780.0,60.0,240
frame_0013.jpg,2237.8115234375,1632.4453125,810.0,60.0,240
frame_0013.jpg,1974.7041015625,1654.348388671875,840.0,60.0,240
